ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
364,BK-M47B-38,1,LB ,CM ,"Mountain-300 Black, 38","Monta§a: 300, negra, 38","VTT 300 noir, 38",598.44,TRUE,Black,100,75,1079.99,38,38-40 CM,25.35,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,"Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.",?????????????????????????????????????????????????!,?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.,??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? ? ??? ????? ???? ??????.,????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????,"""FÅr echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kostengÅnstig.""",??????????????????????????????????????????????????????????????????????,Geráek kros tutkunlar?na.  Her yere gidebilen ve zorlu arazilerde kontrolÅ kaybetmemenizi sa?layan son derece dayan?kl? bir bisiklet ve cebinizi de yakm?yor.,7/1/2012 0:00,12/27/2008 0:00,
365,BK-M47B-40,1,LB ,CM ,"Mountain-300 Black, 40","Monta§a: 300, negra, 40","VTT 300 noir, 40",598.44,TRUE,Black,100,75,1079.99,40,38-40 CM,25.77,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,"Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.",?????????????????????????????????????????????????!,?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.,??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? ? ??? ????? ???? ??????.,????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????,"""FÅr echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kostengÅnstig.""",??????????????????????????????????????????????????????????????????????,Geráek kros tutkunlar?na.  Her yere gidebilen ve zorlu arazilerde kontrolÅ kaybetmemenizi sa?layan son derece dayan?kl? bir bisiklet ve cebinizi de yakm?yor.,7/1/2012 0:00,12/27/2008 0:00,
366,BK-M47B-44,1,LB ,CM ,"Mountain-300 Black, 44","Monta§a: 300, negra, 44","VTT 300 noir, 44",598.44,TRUE,Black,100,75,1079.99,44,42-46 CM,26.13,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,"Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.",?????????????????????????????????????????????????!,?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.,??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? ? ??? ????? ???? ??????.,????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????,"""FÅr echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kostengÅnstig.""",??????????????????????????????????????????????????????????????????????,Geráek kros tutkunlar?na.  Her yere gidebilen ve zorlu arazilerde kontrolÅ kaybetmemenizi sa?layan son derece dayan?kl? bir bisiklet ve cebinizi de yakm?yor.,7/1/2012 0:00,12/27/2008 0:00,
367,BK-M47B-48,1,LB ,CM ,"Mountain-300 Black, 48","Monta§a: 300, negra, 48","VTT 300 noir, 48",598.44,TRUE,Black,100,75,1079.99,48,48-52 CM,26.42,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,"Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.",?????????????????????????????????????????????????!,?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.,??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? ? ??? ????? ???? ??????.,????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????,"""FÅr echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kostengÅnstig.""",??????????????????????????????????????????????????????????????????????,Geráek kros tutkunlar?na.  Her yere gidebilen ve zorlu arazilerde kontrolÅ kaybetmemenizi sa?layan son derece dayan?kl? bir bisiklet ve cebinizi de yakm?yor.,7/1/2012 0:00,12/27/2008 0:00,
368,BK-R89R-44,2,LB ,CM ,"Road-250 Red, 44","Carretera: 250, roja, 44","VÇlo de route 250 rouge, 44",1518.79,TRUE,Red,100,75,2443.35,44,42-46 CM,14.77,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2012 0:00,12/27/2008 0:00,
369,BK-R89R-48,2,LB ,CM ,"Road-250 Red, 48","Carretera: 250, roja, 48","VÇlo de route 250 rouge, 48",1518.79,TRUE,Red,100,75,2443.35,48,48-52 CM,15.13,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2012 0:00,12/27/2008 0:00,
370,BK-R89R-52,2,LB ,CM ,"Road-250 Red, 52","Carretera: 250, roja, 52","VÇlo de route 250 rouge, 52",1518.79,TRUE,Red,100,75,2443.35,52,48-52 CM,15.42,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2012 0:00,12/27/2008 0:00,
371,BK-R89R-58,2,LB ,CM ,"Road-250 Red, 58","Carretera: 250, roja, 58","VÇlo de route 250 rouge, 58",1320.68,TRUE,Red,100,75,2181.56,58,54-58 CM,15.79,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2012 0:00,12/27/2008 0:00,
372,BK-R89R-58,2,LB ,CM ,"Road-250 Red, 58","Carretera: 250, roja, 58","VÇlo de route 250 rouge, 58",1554.95,TRUE,Red,100,75,2443.35,58,54-58 CM,15.79,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2013 0:00,,Current
373,BK-R89B-44,2,LB ,CM ,"Road-250 Black, 44","Carretera: 250, negra, 44","VÇlo de route 250 noir, 44",1320.68,TRUE,Black,100,75,2181.56,44,42-46 CM,14.77,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2012 0:00,12/27/2008 0:00,
374,BK-R89B-44,2,LB ,CM ,"Road-250 Black, 44","Carretera: 250, negra, 44","VÇlo de route 250 noir, 44",1554.95,TRUE,Black,100,75,2443.35,44,42-46 CM,14.77,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2013 0:00,,Current
375,BK-R89B-48,2,LB ,CM ,"Road-250 Black, 48","Carretera: 250, negra, 48","VÇlo de route 250 noir, 48",1320.68,TRUE,Black,100,75,2181.56,48,48-52 CM,15.13,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2012 0:00,12/27/2008 0:00,
376,BK-R89B-48,2,LB ,CM ,"Road-250 Black, 48","Carretera: 250, negra, 48","VÇlo de route 250 noir, 48",1554.95,TRUE,Black,100,75,2443.35,48,48-52 CM,15.13,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2013 0:00,,Current
377,BK-R89B-52,2,LB ,CM ,"Road-250 Black, 52","Carretera: 250, negra, 52","VÇlo de route 250 noir, 52",1320.68,TRUE,Black,100,75,2181.56,52,48-52 CM,15.42,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2012 0:00,12/27/2008 0:00,
378,BK-R89B-52,2,LB ,CM ,"Road-250 Black, 52","Carretera: 250, negra, 52","VÇlo de route 250 noir, 52",1554.95,TRUE,Black,100,75,2443.35,52,48-52 CM,15.42,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2013 0:00,,Current
379,BK-R89B-58,2,LB ,CM ,"Road-250 Black, 58","Carretera: 250, negra, 58","VÇlo de route 250 noir, 58",1320.68,TRUE,Black,100,75,2181.56,58,54-58 CM,15.68,4,R ,1308.9375,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2012 0:00,12/27/2008 0:00,
380,BK-R89B-58,2,LB ,CM ,"Road-250 Black, 58","Carretera: 250, negra, 58","VÇlo de route 250 noir, 58",1554.95,TRUE,Black,100,75,2443.35,58,54-58 CM,15.68,4,R ,1466.01,H ,U ,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite lÇgäre et rapide, sur pistes ou sur routes de campagne.",??????????????????????????????????,???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.,"????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.",?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????,Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles FahrvergnÅgen - ob im Velodrom oder auf Landstra·en.,??? ????????????????????????????????????????????????????????????,"""AlÅminyum ala??m? kadro, ister velodromda yar?? yap?n, ister kîy yollar?nda zorlu tak?m sÅrÅ?lerine kat?l?n hafif ve sa?lam bir sÅrÅ? deneyimi sunar.""",7/1/2013 0:00,,Current
381,BK-R64Y-38,2,LB ,CM ,"Road-550-W Yellow, 38","Carretera: 550 para mujer, amarilla, 38","VÇlo de route 550 -W - jaune, 38",605.65,TRUE,Yellow,100,75,1000.44,38,38-40 CM,17.35,4,R ,600.2625,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","êquipÇ de la màme technologie que tous nos vÇlos de route, avec un cadre femmes. IdÇal pour la promenade ou la course sur route.",?????????????????????????????????????????????????????????,???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.,"????????? ??? ??? ????? ?????? ???? ""????"" ????, ???? ?????? ????? ?????? ?????. ??????? ???????? ??? ???? ????? ?????????.",???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????,Dieselbe Technologie wie bei allen RÑdern unserer Road-Produktreihe mit Frauenrahmen. Perfektes Allzweckrad zum Trainieren und fÅr den Alltag.,??? ???????????????????????????????????????????????????,"""Yol serisi bisikletlerimizle ayn? teknoloji, ancak kadro boyutu kad?nlar iáin ayarland?.  Yol ve yar?? iáin mÅkemmel áok yînlÅ bisiklet.""",7/1/2012 0:00,12/27/2008 0:00,
382,BK-R64Y-38,2,LB ,CM ,"Road-550-W Yellow, 38","Carretera: 550 para mujer, amarilla, 38","VÇlo de route 550 -W - jaune, 38",713.08,TRUE,Yellow,100,75,1120.49,38,38-40 CM,17.35,4,R ,672.294,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","êquipÇ de la màme technologie que tous nos vÇlos de route, avec un cadre femmes. IdÇal pour la promenade ou la course sur route.",?????????????????????????????????????????????????????????,???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.,"????????? ??? ??? ????? ?????? ???? ""????"" ????, ???? ?????? ????? ?????? ?????. ??????? ???????? ??? ???? ????? ?????????.",???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????,Dieselbe Technologie wie bei allen RÑdern unserer Road-Produktreihe mit Frauenrahmen. Perfektes Allzweckrad zum Trainieren und fÅr den Alltag.,??? ???????????????????????????????????????????????????,"""Yol serisi bisikletlerimizle ayn? teknoloji, ancak kadro boyutu kad?nlar iáin ayarland?.  Yol ve yar?? iáin mÅkemmel áok yînlÅ bisiklet.""",7/1/2013 0:00,,Current
383,BK-R64Y-40,2,LB ,CM ,"Road-550-W Yellow, 40","Carretera: 550 para mujer, amarilla, 40","VÇlo de route 550 -W - jaune, 40",605.65,TRUE,Yellow,100,75,1000.44,40,38-40 CM,17.77,4,R ,600.2625,M ,W ,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.","êquipÇ de la màme technologie que tous nos vÇlos de route, avec un cadre femmes. IdÇal pour la promenade ou la course sur route.",?????????????????????????????????????????????????????????,???? ??? ??????? ???????? ?? ???? ?????? ????? ?????? ?????? ???? ???? ??????? ?? ?? ????? ???? ?????? ??????? ????????. ???? ????? ?????? ???? ?????? ?? ???????? ?????? ??????? ??? ????? ??????? ?? ??????? ?? ????????.,"????????? ??? ??? ????? ?????? ???? ""????"" ????, ???? ?????? ????? ?????? ?????. ??????? ???????? ??? ???? ????? ?????????.",???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????,Dieselbe Technologie wie bei allen RÑdern unserer Road-Produktreihe mit Frauenrahmen. Perfektes Allzweckrad zum Trainieren und fÅr den Alltag.,??? ???????????????????????????????????????????????????,"""Yol serisi bisikletlerimizle ayn? teknoloji, ancak kadro boyutu kad?nlar iáin ayarland?.  Yol ve yar?? iáin mÅkemmel áok yînlÅ bisiklet.""",7/1/2012 0:00,12/27/2008 0:00,
